ID_VENTA,DNI,Fecha
328955451,28971138,2025-03-31
107853989,41310111,2025-12-21
324788668,15990320,2024-01-08
709642565,12639941,2024-07-24
132682733,29321049,2024-11-18
727377622,66958565,2024-12-09
602190119,66485019,2023-12-14
275710312,33243885,2024-07-16
728043382,78454748,2023-12-20
289560129,29365885,2025-05-08
876060064,24059159,2024-05-16
193218057,20048850,2023-12-19
818445197,30932002,2024-11-21
661143190,19644670,2023-07-15
480044099,27736074,2025-12-03
826079345,55911513,2025-07-25
890772361,49532214,2025-09-05
701731761,82679761,2024-08-19
433500237,64461257,2023-11-09
681761602,54501305,2025-07-11
998981878,43727956,2025-06-08
783041808,84114422,2025-01-27
949039915,84830570,2024-04-12
808621199,27717207,2024-12-26
862705200,13303004,2023-07-02
534148953,29692805,2023-08-01
666601383,28299475,2025-07-22
624647020,30735482,2025-03-14
770610120,90540375,2025-03-30
788717471,44314682,2024-06-04
330968771,10306614,2024-01-06
900105339,85781866,2024-09-11
794360673,63834176,2024-07-03
288592260,37160487,2025-06-18
314035795,23533794,2023-09-03
526436971,95942268,2025-03-14
257035948,32796876,2023-08-07
780516295,77352044,2025-03-12
893129600,20067321,2024-07-10
295693784,88738203,2023-09-08
311461276,24468280,2024-08-17
170638052,30412006,2023-11-18
542327381,16098884,2024-04-18
576511429,95422152,2023-11-09
226422580,64247248,2025-07-08
159703476,48333723,2025-09-13
414490609,80328562,2024-12-27
104631718,40221219,2024-02-13
493267400,33665231,2025-07-10
554104821,23140336,2024-01-24
293135749,29769143,2024-09-16
897001774,42738733,2025-10-21
785085061,52147922,2023-10-01
767944920,63164572,2025-01-17
736663034,89037796,2023-07-27
396511464,38655056,2025-11-22
531428651,62413195,2024-07-07
553599329,10703232,2024-01-09
331553597,92359575,2024-01-11
648268752,70519532,2024-02-27
502859635,75147551,2025-06-28
569033716,73679038,2024-01-04
828597851,39544790,2024-10-07
641101303,16178972,2023-12-25
687480429,33439854,2023-09-16
313295026,35456888,2024-10-20
681864793,20337919,2023-08-22
232246007,84444333,2025-09-19
163278752,33814591,2023-10-12
324398325,33536884,2023-12-20
573283111,10625278,2025-11-30
200713682,27312834,2025-06-24
770525977,17878173,2024-05-27
908793106,26378773,2023-12-17
149869683,50075284,2025-02-11
523018661,74630236,2023-09-11
796819687,88470466,2025-03-06
498319105,55426873,2023-06-16
855479877,22501137,2023-06-12
509409719,11751642,2025-08-02
708833603,65290000,2024-11-22
598452340,51490727,2024-10-23
112542008,19391498,2023-09-24
679159183,61485699,2024-07-15
500827054,70556986,2024-10-05
394350505,73023367,2024-01-24
490422666,98464774,2025-11-21
379091298,95042229,2023-12-09
966253763,60369476,2024-08-23
944448298,65139156,2024-11-16
331432459,68058601,2025-10-11
424776097,57938948,2024-07-06
717360221,40231155,2023-10-27
700379976,11858701,2025-01-29
822846161,56151440,2024-06-07
158547551,74154283,2024-06-25
149994392,26078291,2025-04-01
642176379,46680509,2025-09-28
839376800,80600967,2024-03-02
710864867,13532195,2024-07-18
487344086,64024106,2024-01-16
181032800,53410410,2023-10-22
492089443,76365616,2023-08-01
941924561,34463577,2023-09-29
603019377,45991532,2025-10-03
319808895,13299537,2025-08-29
429705193,26329686,2024-07-16
269847614,61196970,2025-09-17
780329812,24623766,2025-03-08
260241563,64734317,2025-09-21
369188528,11721028,2024-11-23
286222213,89024778,2024-01-13
987462819,66479910,2025-05-28
373230540,54452822,2024-10-21
671453787,62323009,2025-03-24
748675651,46605065,2025-01-03
860235152,17237581,2025-11-26
174448031,98057874,2023-07-27
216286715,23023835,2024-05-31
256787499,69464585,2023-06-27
232463632,51278357,2023-06-22
964012172,16555584,2024-04-08
550739904,98838587,2024-04-13
376181425,98019310,2024-03-20
849878973,79517159,2024-09-26
457158614,68307205,2024-07-15
268565547,15618162,2025-03-29
267223396,32200916,2024-07-29
647235889,68892525,2025-02-18
168343798,68835681,2024-12-14
785185440,52711248,2024-04-22
877738560,53853857,2024-08-12
644699418,65468832,2023-08-14
154995526,83392736,2023-10-10
158567697,45440174,2025-08-19
998397531,53371497,2024-07-18
367648790,20703488,2023-12-11
963734667,43367421,2025-07-23
462769505,74684627,2024-05-10
765363953,86794846,2023-11-08
642455278,21944705,2023-10-03
642637631,46083694,2025-12-12
847622046,52972149,2025-02-13
364248238,56504407,2025-04-24
311920016,51587374,2024-07-08
572208270,81349128,2025-01-13
566963321,34428313,2024-05-17
426268428,20015489,2024-08-12
727377574,71491401,2024-10-09
335083261,71678900,2025-12-09
389751951,87091631,2025-01-09
304020754,67321243,2024-08-29
920344878,42531365,2024-12-21
589032891,71649955,2023-07-14
302570328,68484075,2025-09-20
740143473,80490959,2024-01-12
715131986,13289006,2025-11-04
483711117,57337571,2025-04-09
183586745,68753647,2024-03-08
116972972,13018259,2023-07-01
854423831,42588522,2025-03-20
260786324,15060103,2025-06-17
404034945,60094624,2024-07-09
928160088,94235442,2023-09-06
451539528,36200908,2024-05-11
979352893,49032072,2023-08-30
360670464,63192855,2025-02-27
192047634,96794999,2025-12-14
247538874,36947736,2023-08-29
866320758,54480649,2025-06-12
800223761,55810359,2023-07-12
732105591,42861940,2024-01-04
102643854,72667527,2023-11-26
360374218,41295709,2025-11-13
336632628,88230063,2025-06-05
652658290,69508646,2024-01-28
221982805,33692987,2025-12-11
255730438,15504612,2025-07-17
972711209,72612373,2024-09-02
697897237,28232693,2024-09-10
385929769,79337123,2025-10-28
175920818,57326650,2024-06-05
652501972,40498563,2025-09-27
256964461,13972524,2024-03-06
210594153,31280821,2025-01-26
309003255,26456915,2024-03-03
158308349,26140440,2023-10-26
710460492,89914550,2023-11-27
112588219,87660178,2023-12-24
559498795,97711842,2024-02-18
455053761,56849666,2024-05-15
658862102,61756904,2025-03-16
570770387,67242936,2024-02-17
432609643,69668924,2025-05-04
504155955,25688413,2024-03-31
648389496,96137697,2023-07-06
916642713,84656498,2024-09-29
240770927,24984962,2023-12-01
869276108,96453075,2024-04-02
706589409,29139260,2025-06-10
213995290,39849674,2023-08-15
660555227,86041849,2024-03-29
114159293,74165720,2024-06-13
985369526,13946548,2025-12-15
391224765,47330343,2024-08-29
438297257,54640184,2025-12-14
711704511,54032723,2025-04-21
276111970,77906697,2024-05-29
239609558,85302751,2023-11-25
239133568,59086607,2023-07-19
584142290,42607907,2024-05-04
233474775,18451630,2024-09-03
927143749,89722177,2025-05-30
637884054,39363326,2023-07-17
390994829,49242100,2024-01-01
842000378,72125915,2025-04-19
901446360,14925743,2024-02-27
137943100,79525545,2023-10-10
946678762,85519015,2025-10-05
247035370,22375252,2025-06-18
474595211,39356358,2024-05-24
778882712,67139859,2024-12-18
906984084,79434402,2024-02-02
399455241,88946865,2023-08-12
753309043,84483905,2025-08-26
455494781,93273448,2024-09-03
441468914,50517767,2023-12-23
879051990,27934098,2025-07-14
722122664,88597144,2024-11-24
917662725,35990579,2024-06-04
146492830,72913233,2025-10-09
382674098,32071923,2023-06-11
434778709,59647228,2023-10-16
910583015,27693580,2023-09-28
628121953,40187649,2024-12-08
811726533,67522510,2023-06-16
160171412,76425573,2024-06-13
335808537,50519029,2025-02-22
366078520,67678692,2023-10-22
590379309,43130097,2025-01-08
937356927,34658687,2024-12-10
654984131,88162485,2024-01-17
927232698,78744122,2024-07-01
367962266,91375003,2025-11-06
763121433,46907829,2024-04-29
970626449,11610286,2024-12-29
909093562,52015004,2024-05-13
842578759,44520298,2024-12-02
159691703,24599040,2025-10-24
451435738,55281970,2025-04-11
846155202,38927155,2024-08-18
827590819,10985043,2023-09-23
441406887,97235227,2025-07-18
652522056,60200950,2025-01-09
255793278,31389794,2023-09-05
893824233,98384874,2023-12-23
216446968,64034665,2023-09-13
606317543,22315581,2024-10-07
897048211,89607026,2023-09-13
806567225,58143505,2025-04-16
542524426,24729833,2025-02-23
823591034,86111260,2023-06-26
557397898,66448211,2024-09-16
133196266,24560464,2024-09-16
412494574,84847922,2025-02-04
842841906,14814556,2025-07-02
138980913,31941204,2025-02-03
538459311,17644825,2023-08-03
309967193,43373878,2024-05-13
289725293,91367282,2025-03-03
459276771,38357703,2024-05-28
681803393,94575533,2023-10-21
413088245,24803692,2024-07-17
147402266,63701897,2024-02-28
327614462,98959418,2024-08-14
593094505,60887869,2024-04-19
260028844,48067688,2025-04-06
106910849,19709090,2023-08-31
641983363,54018608,2023-11-15
192130606,71151025,2025-03-05
528824378,51212360,2024-03-07
902794755,36609822,2024-02-06
428163447,60287777,2023-09-26
386626573,14000981,2023-10-05
470316239,58602092,2024-01-14
286560917,10849335,2025-05-09
349473863,66634095,2023-11-24
100855007,78929673,2025-09-25
269641377,75010894,2025-09-05
101098503,78708174,2025-05-04
565828700,19501892,2024-03-19
599927519,85853973,2024-03-24
904311009,22712417,2025-02-11
979014419,47879984,2024-12-12
285699720,96062008,2025-06-09
422741197,68453411,2025-02-27
770394827,87626970,2024-02-10
386788997,65917532,2024-08-28
664063921,54153027,2025-11-30
388368890,10480159,2024-12-26
432440260,80039071,2024-12-06
469001232,12620300,2023-10-29
971812028,64953750,2023-11-25
232522709,98441178,2024-08-03
796843381,52367968,2025-05-05
242433194,45771669,2024-05-31
933428757,50242425,2023-08-22
414328752,75160368,2024-08-29
350788581,16578192,2025-06-21
545336371,48708422,2025-01-09
649254547,34396115,2024-07-24
734375963,21645306,2025-02-20
350731131,42043246,2025-03-13
367000500,46248503,2024-10-25
403039697,62827976,2025-05-24
139551283,61793666,2025-11-17
636747834,61972166,2024-05-14
568684247,19901514,2024-01-02
930974801,22659809,2024-08-21
901446558,95643891,2023-10-30
751685355,21308109,2025-01-19
342039845,30272604,2025-01-17
331613711,43194082,2025-09-24
693321187,96563162,2023-10-21
270844419,57327118,2025-06-02
393759058,52859231,2024-01-03
909768837,41860125,2025-05-14
110239702,61362370,2024-08-13
328582578,20532742,2024-11-08
338157804,36392370,2024-02-06
229669810,83395032,2025-07-22
137438817,97348623,2023-07-24
339204994,37794915,2023-10-17
479309697,26563082,2023-06-27
563947020,66919687,2025-03-09
265142509,88621894,2025-06-13
402419378,72279605,2023-10-27
676966427,64394123,2023-11-13
950415994,79278124,2023-08-25
226456754,90470133,2025-04-24
469894720,66067602,2023-09-21
463123024,94617575,2025-10-16
876098094,11399854,2023-08-16
596488503,25441176,2024-04-06
246349453,47155816,2024-07-20
725441821,46502835,2025-11-20
886119841,28333793,2025-11-17
448663172,98752855,2025-03-01
592293660,67636659,2025-01-15
907758863,96182913,2025-10-18
646854509,21696353,2024-02-29
722726802,44690812,2025-07-23
592582249,64682980,2025-11-16
992244466,78495565,2025-08-20
502373680,81161536,2024-08-24
390068297,61793340,2023-09-22
322102200,31366615,2023-06-27
929072706,89407993,2025-09-29
619017006,42168088,2024-08-26
221688713,58950324,2024-12-04
409963185,25743937,2025-03-06
110615398,35508134,2024-09-30
406903708,65151684,2024-09-20
236318835,29139636,2025-08-13
752624010,17808661,2023-12-05
204303707,95170494,2024-03-28
847994393,58217222,2025-06-15
580026967,20094786,2024-07-27
489470992,13648811,2024-01-27
321699846,75057925,2023-08-07
752907144,31480820,2024-07-08
848668962,90942209,2024-05-16
706832915,99014262,2024-04-07
973522211,81919356,2023-06-04
920964358,39633567,2025-05-27
305971660,26953934,2024-03-12
858983886,69091231,2025-06-04
788417144,21278794,2025-03-05
210510477,19984170,2025-06-13
487410448,34046869,2023-06-07
560937849,27196902,2025-09-16
205112806,21980170,2025-12-18
995280380,79062741,2024-12-11
639628613,56027722,2024-07-02
233010816,90332771,2025-07-16
488267252,21038846,2024-11-30
143815333,20588808,2025-01-19
503127472,49678445,2025-11-10
217273737,27745085,2024-11-09
516751066,51207234,2024-10-20
594751992,67271036,2024-06-27
337127421,73641966,2025-08-18
572373415,27282978,2024-04-19
628466053,63870084,2025-10-13
943597949,61722970,2024-09-02
984266775,64392773,2023-12-07
830517930,61960738,2023-12-01
244095265,10166914,2024-03-11
227419677,43715168,2024-06-29
890162844,47644377,2025-03-05
249728530,11052282,2025-11-05
310542072,65414900,2025-11-25
221964984,68705446,2025-07-21
268930067,31320613,2025-07-20
659913321,15767545,2023-12-18
476374931,51946980,2025-04-26
487127714,66992347,2023-07-18
236773991,73294893,2024-11-16
248189240,40677611,2025-01-01
623261140,45798981,2024-12-02
919247096,61781545,2024-06-17
765460114,94161092,2023-08-16
849570680,48001008,2023-10-31
125489720,94913964,2024-12-01
345974688,98875193,2024-06-23
962049696,55495896,2024-05-13
692122819,86454872,2024-09-23
189960895,77125764,2025-08-14
806988395,30805208,2024-12-09
963552046,62793678,2023-06-07
118000202,18422949,2024-11-07
728522637,97078236,2023-12-09
787038584,56289210,2024-02-01
678315971,16322270,2024-01-29
370871788,25498158,2025-09-25
345103786,45400661,2023-08-23
281746209,66704191,2025-01-29
804192399,99004417,2025-08-03
419293732,97584466,2024-06-18
548147641,48382214,2025-03-12
779721297,85634035,2025-03-12
737757868,38807328,2025-09-17
469896525,84005041,2023-11-25
182187569,29431855,2025-07-10
950353687,78684118,2024-01-09
834027233,84480780,2024-05-26
138648678,60097022,2023-12-26
301926525,84037579,2023-10-06
174405879,16663600,2024-10-25
904197456,15996593,2024-06-10
183076796,82615026,2025-10-27
515726275,33430447,2025-10-31
743023867,46876281,2023-12-31
130487927,43968891,2025-07-20
654298066,51426927,2025-04-01
896303360,77000866,2025-11-24
383215591,38077585,2025-05-07
578787794,33171696,2024-01-29
433411287,15756747,2025-06-28
146283932,30073021,2023-12-13
182726349,69246500,2023-10-21
584877030,67192416,2025-10-22
960155677,16489462,2023-08-26
897237035,16710497,2025-07-07
589996258,18980494,2023-12-24
212628734,92125602,2023-12-11
923260000,88655347,2024-05-10
879929250,69443576,2025-03-23
718717646,11687743,2024-07-25
249751521,31975664,2025-08-26
590244437,16403366,2023-10-07
642112556,86934904,2025-12-07
956127526,20351917,2023-10-30
167948078,16372216,2023-07-24
289524805,25394889,2025-08-29
729152495,45161094,2025-05-03
601937276,26721603,2024-05-13
347572957,99163597,2025-08-15
731542923,38318558,2024-10-28
837331665,26385079,2025-08-12
694518572,61810729,2025-05-18
433812074,66002752,2023-12-29
934036123,33065897,2025-02-13
760172162,85833488,2024-04-24
407608483,89188681,2023-07-02
397840361,76533662,2024-04-13
354670719,12270465,2025-02-13
154852816,52178963,2023-11-24
348648642,52002876,2024-04-23
995260710,86453941,2024-09-21
886534932,96532690,2023-11-16
999862291,76148964,2025-07-01
573372398,49496843,2024-08-01
992708640,16401516,2023-07-15
234392337,23603380,2024-01-19
464631373,78754741,2025-07-18
508367336,85587872,2025-04-24
254293655,39518635,2025-05-19
963937556,58915607,2024-05-31
529962383,29909197,2023-11-28
871089704,62814334,2024-01-20
837055557,20823213,2023-08-09
628412469,76160171,2023-08-19
775398092,56473861,2023-09-19
379273164,93316660,2024-05-19
805432968,49407554,2025-03-18
584889894,30050020,2024-11-22
646500737,42429287,2025-11-23
874021024,47548648,2024-01-30
254054766,17173180,2025-08-15
546626079,39941771,2025-05-15
637063365,85205468,2024-10-30
879236327,65507387,2025-12-14
714418526,28537380,2025-05-07
164013862,59959470,2025-12-02
840309778,83044919,2024-03-02
401677558,93755685,2024-02-28
101091617,12154469,2025-02-24
353356634,24469996,2025-12-18
884200118,67996003,2023-09-12
217134145,96184407,2024-05-21
304671879,65223669,2025-02-10
734471189,47045128,2024-02-06
421879336,86107303,2024-09-30
423140283,97134368,2023-09-11
865557446,89071068,2025-05-05
685652371,25506525,2024-06-22
499852517,86550312,2023-07-12
942477392,95636714,2025-10-14
952878389,80252536,2024-05-13
229207172,20070716,2024-02-01
415340667,50738063,2025-07-25
768360808,38381933,2024-10-15
879824031,99337353,2024-08-15
460610189,51611613,2023-10-01
559821479,42073874,2025-05-26
608801938,70300862,2025-05-25
609163450,83165626,2023-06-02
739143601,30463381,2024-04-24
576762894,31352346,2025-03-15
864655159,88756297,2025-09-05
980766731,42019835,2024-07-31
789170730,66534867,2024-01-23
318845153,30063754,2024-03-07
613595238,99580378,2025-07-18
651811601,94520016,2024-01-02
752287297,39948548,2025-10-05
989864724,91619613,2024-07-02
574380218,66542159,2024-12-03
886590954,41822187,2024-01-30
163559976,29048307,2023-06-30
295841329,19135691,2025-05-26
244827408,61709478,2024-05-21
559286032,49783022,2023-11-08
256715829,34439469,2023-08-11
522903981,87638456,2023-07-12
434468674,69282290,2024-09-20
174739675,51511658,2025-08-31
802356085,58928646,2024-10-24
571445037,14902700,2024-02-22
468183220,52896575,2024-09-11
795146554,45875923,2025-10-12
926234454,46149777,2024-03-02
832249657,58852295,2024-02-02
225923792,35879362,2023-07-06
280100369,24058701,2025-02-02
873179236,54659119,2024-03-28
486197156,40528324,2025-01-26
827460889,36534802,2024-04-22
134366077,15809689,2025-05-29
776142415,16152394,2025-11-05
190268170,28288487,2025-05-01
750497235,32865087,2025-11-03
399551774,47825802,2024-02-24
346945694,23434485,2024-07-06
458712211,99278493,2025-09-02
310511383,77761562,2025-04-05
492680334,36835753,2025-10-25
763646116,80152355,2023-06-22
369732681,75377234,2025-08-15
778482535,10938114,2024-03-07
853022076,15809343,2024-12-15
625784778,18237148,2025-08-11
836505918,58561340,2023-11-04
261610450,21774006,2024-08-09
850320096,52366917,2024-03-25
295653347,61573662,2023-10-26
356610651,28704661,2025-09-23
243172604,26258449,2023-09-04
802468053,33956342,2023-10-04
828427034,83043885,2025-07-01
689969932,34811306,2023-06-25
471200992,47728656,2023-06-29
268066445,28689849,2024-11-18
212205036,10511826,2024-04-20
748645674,59413095,2024-03-17
473385301,39540494,2025-09-29
554676080,68085182,2025-07-30
164259761,62820570,2024-02-05
819488581,79123426,2024-06-06
876122672,38753498,2025-08-28
512844478,16358775,2025-03-03
418399629,54325704,2024-12-31
574952617,94719886,2025-10-14
155970090,26814127,2025-05-12
186438242,62140201,2023-12-23
246646957,30631083,2023-11-09
737096426,64864830,2025-01-29
213251198,52650942,2024-10-17
221528493,45284209,2024-05-26
740017299,44809180,2025-12-24
309167476,43358780,2025-06-19
375173261,16776524,2025-09-02
845918462,21127743,2023-12-23
727591923,53631859,2025-05-29
957185361,17924065,2024-06-21
403839810,35755586,2025-12-12
587335971,76788800,2025-10-19
989711334,88001555,2023-08-10
446270332,74467750,2024-09-14
996875602,59066551,2023-10-29
735125187,18775178,2023-07-23
809456342,45756519,2023-07-11
938592967,70607044,2023-08-21
458388816,75279281,2024-05-12
506338598,58387574,2025-10-12
850475788,85225381,2023-11-23
239665509,65386732,2024-09-19
398635266,48029789,2024-08-28
322074753,25487907,2025-03-30
508778021,46791071,2024-07-03
979221151,69506361,2025-06-11
572518586,43179017,2025-02-04
749370107,89726963,2024-12-14
624440674,46383943,2024-12-02
253528908,45519381,2023-10-14
398700681,50218276,2024-09-08
689195916,54068469,2024-12-11
985204378,51695656,2023-12-10
