id_proveedor,pais
39846901,Indonesia
95135095,Papúa Nueva Guinea
46927469,Malasia
24484383,Estados Unidos
14104783,Brunei Darussalam
18721093,Malasia
10329527,Rusia
91735043,Brunei Darussalam
40959789,Canadá
91672722,Perú
80539322,México
21863970,Malasia
84005749,Canadá
18081773,Perú
44392469,Malasia
36224568,Singapur
13627702,Nueva Zelanda
25081919,Malasia
84725127,Rusia
38300310,Australia
10197976,Papúa Nueva Guinea
90527751,Australia
68017962,Malasia
18935297,Estados Unidos
87391360,Canadá
59624060,China
35231895,Indonesia
63057276,Indonesia
52935831,Rusia
93100367,Malasia
85671447,Filipinas
20166431,Rusia
79247746,Indonesia
47913894,Canadá
25950640,Malasia
22027282,Indonesia
93206528,Malasia
38045124,Singapur
90974546,Indonesia
11307156,Estados Unidos
93031594,Perú
51219891,Australia
53447022,Singapur
22883757,Australia
32860981,Vietnam
47305744,Canadá
92465890,Indonesia
83808570,Canadá
31908074,Rusia
98512707,Malasia
46319084,Japón
66657119,México
98328826,Malasia
58822931,Chile
21558481,Corea del Sur
23200130,Canadá
29574448,Estados Unidos
54731188,Papúa Nueva Guinea
71870971,Japón
90059482,Vietnam
16029495,Nueva Zelanda
36670094,Japón
56640314,Filipinas
24860215,Japón
89828713,Rusia
18089833,México
87515535,China
95941868,México
46383398,Nueva Zelanda
44539873,Vietnam
22428883,Malasia
62406104,Papúa Nueva Guinea
64164903,China
35625682,Nueva Zelanda
18755839,Nueva Zelanda
50009706,Papúa Nueva Guinea
74131438,Singapur
79586314,Perú
21229186,Indonesia
19103082,Singapur
36454673,Brunei Darussalam
53608383,Brunei Darussalam
10688486,Papúa Nueva Guinea
45324516,Estados Unidos
27363300,Hong Kong
18966523,Brunei Darussalam
65357266,Papúa Nueva Guinea
24305578,Malasia
99243502,Australia
51054049,Japón
72042368,Japón
65016299,Indonesia
80248875,Indonesia
43995468,Tailandia
46770415,Papúa Nueva Guinea
43250107,Papúa Nueva Guinea
27925335,Rusia
13518189,Perú
49202080,Chile
94764421,Rusia
92194121,Indonesia
70364175,Brunei Darussalam
22712413,Australia
34909171,Hong Kong
40320502,Papúa Nueva Guinea
53307968,Canadá
90888627,Singapur
79814603,Corea del Sur
35625983,Brunei Darussalam
17192868,China
78886528,Malasia
63225019,Rusia
97791802,China
31700837,Filipinas
59303857,China
25353594,Australia
78597211,Brunei Darussalam
69307135,Estados Unidos
70798637,Tailandia
34970156,Nueva Zelanda
43044265,Estados Unidos
14571119,China
59583539,Rusia
65626585,China
15488204,Filipinas
62763579,Singapur
63429750,México
40097401,Japón
61084634,Tailandia
80915819,Perú
38825680,Malasia
67243674,Estados Unidos
64740396,Vietnam
37054350,Chile
78998683,Filipinas
60667023,China
65407171,Canadá
86429970,Corea del Sur
98235226,Indonesia
84664258,Tailandia
37292593,Singapur
69646901,México
22403319,Malasia
20540991,México
69942043,Papúa Nueva Guinea
67925727,Corea del Sur
33657976,China
87167906,Canadá
89916873,México
51200851,Canadá
73949760,Brunei Darussalam
99435497,Filipinas
58739807,Singapur
76891613,Perú
77434668,China
29320671,Singapur
80603622,Vietnam
20472600,Estados Unidos
42143530,Hong Kong
86579589,Malasia
94957149,Hong Kong
95327451,Chile
95960819,Vietnam
13704020,Perú
78416436,Papúa Nueva Guinea
53591342,Nueva Zelanda
64853275,Tailandia
80235385,Nueva Zelanda
43793163,Hong Kong
78464526,Brunei Darussalam
27362668,Hong Kong
33765088,Indonesia
37958227,Papúa Nueva Guinea
48151322,Papúa Nueva Guinea
85802748,Filipinas
77820402,Singapur
12733535,Canadá
44771750,Chile
79707283,Filipinas
21015955,Estados Unidos
81602313,Singapur
44654868,Singapur
10080276,Canadá
34819474,Brunei Darussalam
84793565,Hong Kong
83012339,Nueva Zelanda
24821338,Rusia
37360568,Canadá
31850978,Corea del Sur
18044037,Singapur
43196819,Papúa Nueva Guinea
77832231,Nueva Zelanda
18969117,Vietnam
79648804,Brunei Darussalam
62033866,Tailandia
93518996,China
73422002,Tailandia
60468782,Tailandia
70640210,Nueva Zelanda
68417090,Chile
76657716,China
31919249,China
11486026,Papúa Nueva Guinea
33744997,Papúa Nueva Guinea
83912470,Nueva Zelanda
95317223,Singapur
93718695,Filipinas
29498687,Hong Kong
23125510,Hong Kong
68244038,Perú
16398345,China
94692110,Australia
54578767,Japón
68406590,China
17160401,Hong Kong
52031322,China
39277729,Japón
52704715,Hong Kong
95741339,Singapur
28776328,Nueva Zelanda
85694146,Malasia
54804398,Vietnam
63622636,Malasia
27004033,Nueva Zelanda
47265621,Australia
13062180,Chile
97297025,Nueva Zelanda
66327684,México
61033069,Australia
10643098,Nueva Zelanda
53831931,Perú
40559542,Australia
29316923,Brunei Darussalam
27782523,Papúa Nueva Guinea
50123661,Brunei Darussalam
10622358,Brunei Darussalam
21744778,Estados Unidos
92477301,Hong Kong
69813110,Rusia
25666573,Nueva Zelanda
81894006,Japón
73574008,Vietnam
57806521,Papúa Nueva Guinea
26694815,Vietnam
46845426,Canadá
26615688,Brunei Darussalam
14895704,Corea del Sur
65452064,Rusia
96326487,Corea del Sur
85563979,Papúa Nueva Guinea
39010577,Chile
94352122,Chile
18602646,Singapur
30126255,Singapur
30869897,Perú
61252744,China
34874017,China
96544847,Malasia
83269352,Estados Unidos
92149095,Nueva Zelanda
70687817,Hong Kong
65721922,México
56420197,Singapur
74953585,Papúa Nueva Guinea
93639888,Australia
14780099,Malasia
35282506,Japón
81998806,Singapur
22046258,Tailandia
44771032,Australia
23338299,China
94288963,Canadá
26808282,Perú
64047629,Rusia
96956458,Corea del Sur
71353076,Perú
59192073,Indonesia
60449808,Filipinas
17905777,Nueva Zelanda
94337216,Malasia
11478296,Singapur
77439208,Estados Unidos
27406840,Indonesia
61099640,China
58030656,Brunei Darussalam
93844801,Chile
75659288,Vietnam
43279422,Australia
35158146,Canadá
79887743,Nueva Zelanda
37444463,Hong Kong
24007668,Australia
91513901,Singapur
40824435,Singapur
89179775,Brunei Darussalam
86969440,China
43752915,Corea del Sur
29367188,Nueva Zelanda
46968489,Vietnam
75837907,Corea del Sur
12707933,Nueva Zelanda
47238515,China
71415530,Singapur
24181812,Brunei Darussalam
65512958,Tailandia
85023550,Indonesia
14865303,Filipinas
94383839,Hong Kong
50635933,Singapur
56427649,Tailandia
75309601,Rusia
95663094,Chile
11790411,Filipinas
29052131,Brunei Darussalam
31145371,Nueva Zelanda
13743463,Chile
92415054,Malasia
51591937,Perú
95062968,Malasia
13170729,Perú
54503273,Tailandia
16969410,Australia
92507444,Estados Unidos
77573118,Perú
60865539,Singapur
71269097,Singapur
77871948,Filipinas
60336287,China
92519557,Tailandia
33637881,Perú
34301659,Brunei Darussalam
83155017,Estados Unidos
87931254,Hong Kong
65174499,México
34359323,Japón
67075824,Tailandia
56866104,Singapur
34665180,Estados Unidos
96474035,China
55170519,Filipinas
74797540,Nueva Zelanda
21641416,Nueva Zelanda
38702865,Malasia
96996330,China
65132886,Australia
20114410,Nueva Zelanda
10569929,Indonesia
31895520,Singapur
70854719,Corea del Sur
37104571,Vietnam
85716251,Hong Kong
75054036,Japón
40591287,Malasia
13562037,Papúa Nueva Guinea
69836806,Perú
52076077,Perú
85064194,México
69089262,Perú
90709618,Malasia
16222445,Tailandia
33599278,Chile
83279829,Tailandia
42859598,Indonesia
23559368,Perú
54055135,Singapur
97539337,Japón
24566040,Vietnam
87432258,Australia
53295878,Malasia
75204987,Indonesia
80144593,Chile
74192245,Australia
13466692,Malasia
11151876,Estados Unidos
45039886,China
31124473,Tailandia
11020027,Japón
87802796,Filipinas
35627702,Filipinas
73532160,México
34216936,México
41587468,Corea del Sur
44603409,Japón
39728471,China
88719344,Tailandia
60830488,Tailandia
57384616,Perú
45966387,Estados Unidos
52512289,Indonesia
94306104,Indonesia
72628229,Filipinas
57629656,Australia
39118017,México
14830412,Chile
52563537,Perú
99322294,Malasia
73956396,Corea del Sur
94501010,Estados Unidos
83272456,Filipinas
31444163,Estados Unidos
54348760,Corea del Sur
75730277,Nueva Zelanda
15724965,Tailandia
36278130,Filipinas
38536260,Singapur
66003976,México
81418936,Rusia
39755926,Singapur
82677602,Indonesia
48176648,Perú
47588552,Australia
93446104,Rusia
52218565,Estados Unidos
70621180,Papúa Nueva Guinea
62565204,Perú
38515759,Papúa Nueva Guinea
78563063,Singapur
59540357,Malasia
34964601,Singapur
23796518,Filipinas
55896292,Singapur
37780782,China
13019727,Canadá
66030211,Brunei Darussalam
11405883,Papúa Nueva Guinea
22413870,Canadá
16662379,Brunei Darussalam
79775097,Japón
53617253,Australia
35325102,Indonesia
33483982,Hong Kong
47530872,Malasia
63603172,Tailandia
18813486,Papúa Nueva Guinea
56984450,México
80624475,Singapur
45777946,México
49254437,México
38270651,Brunei Darussalam
23745979,Hong Kong
21235099,Singapur
72056583,México
58981505,Hong Kong
98874436,México
28471472,México
77499825,México
39872536,Chile
36235011,Corea del Sur
39279113,Tailandia
61708818,Papúa Nueva Guinea
77293365,México
11462899,China
45758628,Japón
56732868,Japón
46352756,Japón
41888811,Estados Unidos
70402045,Indonesia
38735138,Papúa Nueva Guinea
85103243,Australia
82513560,Brunei Darussalam
87366679,Tailandia
81871134,Vietnam
23094984,Papúa Nueva Guinea
15608374,Estados Unidos
66619921,Tailandia
94569057,Tailandia
56955969,Singapur
95920598,Brunei Darussalam
61444495,Estados Unidos
83831429,Singapur
21843090,Australia
81676047,China
46347138,Vietnam
39906057,China
88102241,Corea del Sur
85309899,Rusia
54942737,Indonesia
97170512,Brunei Darussalam
24637899,Corea del Sur
16259352,Singapur
17807464,Australia
66457225,Perú
20144302,Indonesia
99399688,Rusia
40220340,Perú
29148012,Perú
68641599,Estados Unidos
49163057,Tailandia
21382425,Canadá
94087722,Corea del Sur
88381412,Perú
67541918,Brunei Darussalam
89873741,Indonesia
80313160,China
47900970,Corea del Sur
25208356,Brunei Darussalam
67057316,Perú
95998047,Singapur
75970562,Canadá
46964836,Japón
24834271,Hong Kong
20984329,Brunei Darussalam
90847167,Rusia
84341570,Perú
83026914,Filipinas
11241740,Indonesia
85184097,Japón
98608603,Singapur
65989766,Rusia
87896816,Canadá
77708081,Chile
63292918,México
32111318,Vietnam
49765712,Brunei Darussalam
43922908,Nueva Zelanda
36833850,Chile
51987861,Nueva Zelanda
91011865,Nueva Zelanda
70038821,Perú
68012922,Rusia
85971385,Perú
66354153,Malasia
52353074,Australia
54567740,Perú
47100892,China
69171227,Malasia
21411917,Vietnam
29583143,Papúa Nueva Guinea
45852266,Papúa Nueva Guinea
34763339,Hong Kong
56983641,Australia
26410809,China
28978590,Malasia
44136807,Japón
34486968,Rusia
92230460,Chile
51383647,Nueva Zelanda
43728471,Indonesia
69520565,Singapur
77433129,Canadá
39929376,Brunei Darussalam
86463450,Tailandia
67090461,Corea del Sur
52673344,Perú
88757134,Estados Unidos
61228406,Japón
34376644,Hong Kong
14141968,Estados Unidos
87472575,Japón
77178873,Japón
31457253,Japón
57451031,Hong Kong
32214914,Nueva Zelanda
68205651,Corea del Sur
91607032,Filipinas
12949945,Rusia
76596338,China
85713409,Nueva Zelanda
28100383,Rusia
29620319,Indonesia
74790578,Hong Kong
97762497,Canadá
23115822,Perú
17114341,Vietnam
15122318,Rusia
63859560,Singapur
82191791,Brunei Darussalam
70588975,Rusia
71732889,Indonesia
59388737,Hong Kong
56783339,Malasia
16533103,Malasia
17866280,Papúa Nueva Guinea
58697156,Hong Kong
61420130,Nueva Zelanda
14329934,Singapur
58092811,Canadá
51304330,Hong Kong
18580118,México
54238982,Hong Kong
19978135,Australia
14115334,Japón
15572603,Rusia
66389044,Filipinas
40241765,Indonesia
83973550,Indonesia
82760789,China
25489934,Perú
37713231,Canadá
48326304,Tailandia
44929236,China
26091400,Filipinas
39878934,Corea del Sur
68986863,Corea del Sur
43113075,Singapur
94543447,Chile
45101225,Canadá
91447784,México
20565876,Brunei Darussalam
97222539,Estados Unidos
38080720,Japón
49854462,Indonesia
83132837,Malasia
35519554,China
47558891,Papúa Nueva Guinea
33351398,Tailandia
40828046,Australia
45440337,Rusia
22074059,Brunei Darussalam
20430070,Corea del Sur
35618237,China
51046811,Rusia
34125235,Singapur
72453631,Tailandia
27497828,Vietnam
42388434,Vietnam
87199928,México
14309807,Filipinas
21027481,Filipinas
93817146,Japón
36907295,México
98163619,Papúa Nueva Guinea
90034035,Filipinas
21495957,Filipinas
93067169,Papúa Nueva Guinea
98973606,Canadá
57610548,Hong Kong
81250488,Brunei Darussalam
14053377,Japón
36830439,Japón
11120724,Tailandia
22393696,México
68675376,China
42014713,Japón
28218908,Hong Kong
92505937,Nueva Zelanda
90040031,Filipinas
44056904,Vietnam
54268063,Hong Kong
93517748,Chile
47058213,Rusia
84913694,Hong Kong
23296713,Hong Kong
22396778,Papúa Nueva Guinea
10025345,Malasia
76864880,Canadá
27220573,Papúa Nueva Guinea
62945669,Filipinas
52630005,Rusia
73894943,Malasia
92143876,México
78499933,México
97886849,Vietnam
60488368,Nueva Zelanda
57207740,Brunei Darussalam
47768441,Indonesia
98729596,Brunei Darussalam
11635011,Canadá
15439390,Nueva Zelanda
44982059,Papúa Nueva Guinea
42874206,Estados Unidos
97496628,Japón
54631132,Corea del Sur
98019018,Brunei Darussalam
95033872,Hong Kong
91986850,Vietnam
89388565,Vietnam
89932974,China
22406536,Hong Kong
43227311,Malasia
69848266,Rusia
29111846,Corea del Sur
32011105,Japón
94628666,Estados Unidos
13564659,China
91991065,China
66006134,Canadá
61648579,Rusia
35498740,Singapur
28466905,Canadá
76703505,Corea del Sur
73084563,Malasia
58319066,México
88117323,Hong Kong
79866990,Filipinas
92461259,México
62537259,México
77316140,Rusia
66630463,China
62258880,Tailandia
26856384,Hong Kong
10584688,Malasia
44448587,Hong Kong
79461734,Brunei Darussalam
74031979,China
30282863,Estados Unidos
65306617,Hong Kong
22941799,Rusia
97593984,Rusia
75904580,Filipinas
21182211,Papúa Nueva Guinea
22523460,Singapur
44072738,Tailandia
70380810,Malasia
85319601,Indonesia
50064628,Malasia
90870856,México
78532881,Australia
16344185,Vietnam
48199299,México
36748508,China
88033766,Malasia
96882952,Rusia
91723041,Malasia
82781916,China
47397355,Rusia
21954914,Hong Kong
69532455,Canadá
99913193,Corea del Sur
78652993,Brunei Darussalam
14430201,Rusia
27104543,Singapur
91095601,Indonesia
16707964,China
87428317,Japón
42993273,Japón
11876821,Chile
96978274,Chile
