DNI,Departamento
96764687,Puno
98651619,Lima
86610279,Moquegua
47578312,Madre de Dios
47912440,Moquegua
19816031,San Martín
74061388,Tacna
74766398,Puno
31295347,Lambayeque
16376051,Tacna
23197361,Tumbes
26003366,Huancavelica
99051035,Ica
65394748,Tumbes
62662624,Loreto
22441767,La Libertad
96219907,Arequipa
67834433,Cusco
93305932,Amazonas
71585572,Ayacucho
94146594,Amazonas
57775195,Cajamarca
46220242,Ayacucho
61977469,Cajamarca
51875648,Ica
94189871,Piura
52437951,Lambayeque
15262745,Junin
42921412,Tacna
90603363,Lima
13588775,Junin
62635304,Loreto
28403783,Piura
60201798,Tacna
86207760,Huanuco
83481234,Ayacucho
76960782,Lima
11496065,Lima
59338146,Cusco
64956043,Loreto
40256382,Piura
78211111,Ica
75979844,Huanuco
89882596,Cusco
65757783,Ica
23084106,Ayacucho
34926069,Moquegua
16212119,Ucayali
26501372,Ucayali
61940632,Ayacucho
59728859,Apurimac
36898306,San Martín
38866520,Amazonas
22837546,Ica
45008533,Pasco
43420396,Puno
82244830,Piura
47163516,Piura
86913734,Huanuco
56534660,Ica
62573389,Amazonas
87982445,Arequipa
89014984,Lima
69090121,Puno
52349146,Cusco
44240820,Arequipa
32979101,San Martín
48915677,San Martín
18164821,Madre de Dios
27270188,Ayacucho
80843346,Callao
45983791,Callao
44253635,Junin
16329991,Apurimac
28971138,Tumbes
41310111,Tacna
15990320,Ayacucho
12639941,Ancash
29321049,La Libertad
66958565,Pasco
66485019,Amazonas
33243885,Ayacucho
78454748,Madre de Dios
29365885,Loreto
24059159,Junin
20048850,Tumbes
30932002,Amazonas
19644670,Junin
27736074,Junin
55911513,Callao
49532214,Callao
82679761,Ica
64461257,Apurimac
54501305,Cajamarca
43727956,Loreto
84114422,Cajamarca
84830570,Tacna
27717207,La Libertad
13303004,Lima
29692805,Huancavelica
28299475,Ucayali
30735482,Moquegua
90540375,Huancavelica
44314682,Huanuco
10306614,Madre de Dios
85781866,Junin
63834176,Moquegua
37160487,La Libertad
23533794,Arequipa
95942268,Moquegua
32796876,Lima
77352044,Cajamarca
20067321,San Martín
88738203,Arequipa
24468280,Lambayeque
30412006,Ucayali
16098884,Lima
95422152,Arequipa
64247248,Huancavelica
48333723,Ayacucho
80328562,Madre de Dios
40221219,Tumbes
33665231,Puno
23140336,Lambayeque
29769143,Huancavelica
42738733,Arequipa
52147922,San Martín
63164572,Moquegua
89037796,Huancavelica
38655056,Junin
62413195,Huanuco
10703232,Huanuco
92359575,Lambayeque
70519532,Lambayeque
75147551,Arequipa
73679038,Loreto
39544790,Pasco
16178972,Junin
33439854,Madre de Dios
35456888,Cusco
20337919,Pasco
84444333,Callao
33814591,Ayacucho
33536884,Puno
10625278,Arequipa
27312834,Amazonas
17878173,Huancavelica
26378773,Moquegua
50075284,Amazonas
74630236,Piura
88470466,Cusco
55426873,Puno
22501137,Amazonas
11751642,Puno
65290000,Arequipa
51490727,Lima
19391498,Apurimac
61485699,Ayacucho
70556986,Ica
73023367,Tumbes
98464774,Ayacucho
95042229,Madre de Dios
60369476,Cusco
65139156,Ayacucho
68058601,San Martín
57938948,Tacna
40231155,La Libertad
11858701,Lima
56151440,Arequipa
74154283,Junin
26078291,Piura
46680509,Apurimac
80600967,Callao
13532195,Arequipa
64024106,Puno
53410410,Moquegua
76365616,Puno
34463577,Cusco
45991532,Lambayeque
13299537,Ayacucho
26329686,Cajamarca
61196970,Cusco
24623766,Callao
64734317,San Martín
11721028,Callao
89024778,Lima
66479910,Madre de Dios
54452822,Pasco
62323009,Lambayeque
46605065,Lambayeque
17237581,Cajamarca
98057874,Tacna
23023835,Junin
69464585,Amazonas
51278357,Ucayali
16555584,Lima
98838587,Moquegua
98019310,Arequipa
79517159,Lima
68307205,Ayacucho
15618162,Apurimac
32200916,Ayacucho
68892525,Pasco
68835681,Amazonas
52711248,Lambayeque
53853857,Ica
65468832,Moquegua
83392736,Loreto
45440174,Puno
53371497,Lambayeque
20703488,Cajamarca
43367421,Loreto
74684627,Tumbes
86794846,Moquegua
21944705,Ica
46083694,Moquegua
52972149,Loreto
56504407,Moquegua
51587374,Tacna
81349128,Junin
34428313,Ica
20015489,Arequipa
71491401,Lambayeque
71678900,Lima
87091631,Callao
67321243,Cusco
42531365,Junin
71649955,Ica
68484075,Lambayeque
80490959,Arequipa
13289006,Tacna
57337571,Tumbes
68753647,Ucayali
13018259,San Martín
42588522,San Martín
15060103,Ayacucho
60094624,Pasco
94235442,Amazonas
36200908,Amazonas
49032072,San Martín
63192855,Madre de Dios
96794999,Cajamarca
36947736,Tacna
54480649,Ica
55810359,Lambayeque
42861940,Callao
72667527,Amazonas
41295709,Cusco
88230063,Cusco
69508646,Tumbes
33692987,Ucayali
15504612,Tacna
72612373,Ayacucho
28232693,Lima
79337123,San Martín
57326650,Piura
40498563,Ica
13972524,Arequipa
31280821,Ayacucho
26456915,Ucayali
26140440,Ica
89914550,Lambayeque
87660178,Ica
97711842,Madre de Dios
56849666,Callao
61756904,Apurimac
67242936,Callao
69668924,Callao
25688413,Cajamarca
96137697,Cajamarca
84656498,Junin
24984962,Arequipa
96453075,Huancavelica
29139260,Ica
39849674,Madre de Dios
86041849,Ucayali
74165720,Ucayali
13946548,Huancavelica
47330343,Loreto
54640184,Amazonas
54032723,Tumbes
77906697,San Martín
85302751,Amazonas
59086607,Piura
42607907,Amazonas
18451630,Tacna
89722177,Cajamarca
39363326,Junin
49242100,Lima
72125915,Ancash
14925743,San Martín
79525545,Apurimac
85519015,Pasco
22375252,Ica
39356358,Pasco
67139859,Ica
79434402,Amazonas
88946865,Arequipa
84483905,Callao
93273448,Tacna
50517767,Ayacucho
27934098,Lambayeque
88597144,Tacna
35990579,Ucayali
72913233,Ica
32071923,Lambayeque
59647228,Ucayali
27693580,Junin
40187649,Lima
67522510,Tumbes
76425573,Tumbes
50519029,Cusco
67678692,Apurimac
43130097,Lambayeque
34658687,Moquegua
88162485,Puno
78744122,Amazonas
91375003,Ica
46907829,Loreto
11610286,San Martín
52015004,Lambayeque
44520298,Loreto
24599040,Huancavelica
55281970,Ucayali
38927155,Moquegua
10985043,Amazonas
97235227,Tacna
60200950,Ayacucho
31389794,Cajamarca
98384874,Huanuco
64034665,Madre de Dios
22315581,Lima
89607026,Apurimac
58143505,La Libertad
24729833,Pasco
86111260,Ucayali
66448211,Apurimac
24560464,Tacna
84847922,Cajamarca
14814556,San Martín
31941204,Ica
17644825,Callao
43373878,Madre de Dios
91367282,Tumbes
38357703,Puno
94575533,Piura
24803692,Puno
63701897,Ayacucho
98959418,Junin
60887869,Tacna
48067688,San Martín
19709090,Amazonas
54018608,Ica
71151025,Arequipa
51212360,Amazonas
36609822,Huancavelica
60287777,Tumbes
14000981,Huancavelica
58602092,Puno
10849335,Lima
66634095,Tumbes
78929673,Ucayali
75010894,Amazonas
78708174,Arequipa
19501892,Madre de Dios
85853973,Ucayali
22712417,La Libertad
47879984,Arequipa
96062008,Junin
68453411,Apurimac
87626970,Junin
65917532,Apurimac
54153027,Moquegua
10480159,Piura
80039071,Ica
12620300,Callao
64953750,Moquegua
98441178,Apurimac
52367968,Moquegua
45771669,Ica
50242425,Amazonas
75160368,Cajamarca
16578192,La Libertad
48708422,Tacna
34396115,Piura
21645306,Apurimac
42043246,Madre de Dios
46248503,Tacna
62827976,Amazonas
61793666,Madre de Dios
61972166,Huanuco
19901514,Ancash
22659809,Arequipa
95643891,Tumbes
21308109,Cusco
30272604,Amazonas
43194082,Callao
96563162,Cajamarca
57327118,Puno
52859231,Apurimac
41860125,Amazonas
61362370,Junin
20532742,Lima
36392370,Huancavelica
83395032,Loreto
97348623,Ucayali
37794915,Lambayeque
26563082,Callao
66919687,Lima
88621894,Huanuco
72279605,Cusco
64394123,Junin
79278124,Huancavelica
90470133,La Libertad
66067602,Moquegua
94617575,Apurimac
11399854,Ica
25441176,Huancavelica
47155816,Madre de Dios
46502835,Puno
28333793,Madre de Dios
98752855,Tacna
67636659,Lima
96182913,Huancavelica
21696353,La Libertad
44690812,Huancavelica
64682980,Amazonas
78495565,Moquegua
81161536,Ica
61793340,Huanuco
31366615,Ica
89407993,Cajamarca
42168088,Cajamarca
58950324,Ucayali
25743937,Junin
35508134,Cusco
65151684,Pasco
29139636,Junin
17808661,Lima
95170494,Piura
58217222,Tacna
20094786,Madre de Dios
13648811,Loreto
75057925,Apurimac
31480820,Huanuco
90942209,Callao
99014262,Tumbes
81919356,Huanuco
39633567,Huanuco
26953934,Moquegua
69091231,Ayacucho
21278794,Junin
19984170,Amazonas
34046869,Pasco
27196902,Ancash
21980170,Tumbes
79062741,Cajamarca
56027722,Tumbes
90332771,Ica
21038846,Amazonas
20588808,Tacna
49678445,La Libertad
27745085,Lima
51207234,Lima
67271036,Huancavelica
73641966,Cajamarca
27282978,Apurimac
63870084,Moquegua
61722970,Ica
64392773,Tacna
61960738,Ancash
10166914,Tacna
43715168,Piura
47644377,Huancavelica
11052282,Cajamarca
65414900,Ucayali
68705446,Lambayeque
31320613,Ancash
15767545,Puno
51946980,Moquegua
66992347,Loreto
73294893,Callao
40677611,Madre de Dios
45798981,Piura
61781545,Moquegua
94161092,San Martín
48001008,Arequipa
94913964,Lambayeque
98875193,Apurimac
55495896,Ucayali
86454872,Arequipa
77125764,Ucayali
30805208,Tumbes
62793678,Tacna
18422949,Huancavelica
97078236,Ayacucho
56289210,Ayacucho
16322270,Moquegua
25498158,Huanuco
45400661,Callao
66704191,Tacna
99004417,Pasco
97584466,Ancash
48382214,Junin
85634035,Cajamarca
38807328,Huanuco
84005041,Loreto
29431855,Ica
78684118,Ucayali
84480780,Tacna
60097022,Callao
84037579,Madre de Dios
16663600,Lambayeque
15996593,Amazonas
82615026,Ancash
33430447,Puno
46876281,La Libertad
43968891,Huancavelica
51426927,Apurimac
77000866,La Libertad
38077585,Cusco
33171696,Huancavelica
15756747,Madre de Dios
30073021,Ica
69246500,Puno
67192416,Moquegua
16489462,Tumbes
16710497,Callao
18980494,Pasco
92125602,Madre de Dios
88655347,Huanuco
69443576,Madre de Dios
11687743,Tumbes
31975664,Loreto
16403366,Apurimac
86934904,Piura
20351917,Callao
16372216,La Libertad
25394889,San Martín
45161094,Ica
26721603,Ica
99163597,Ancash
38318558,Ancash
26385079,Madre de Dios
61810729,San Martín
66002752,San Martín
33065897,Amazonas
85833488,Ancash
89188681,Moquegua
76533662,Puno
12270465,Lima
52178963,Piura
52002876,Ucayali
86453941,Cajamarca
96532690,Ancash
76148964,Tumbes
49496843,La Libertad
16401516,Lima
23603380,Madre de Dios
78754741,Madre de Dios
85587872,Huancavelica
39518635,San Martín
58915607,Apurimac
29909197,Tumbes
62814334,Ayacucho
20823213,Puno
76160171,Junin
56473861,Lima
93316660,Loreto
49407554,Junin
30050020,Apurimac
42429287,Cajamarca
47548648,Junin
17173180,Ayacucho
39941771,Huancavelica
85205468,Tacna
65507387,Tacna
28537380,Loreto
59959470,Apurimac
83044919,Moquegua
93755685,San Martín
12154469,Amazonas
24469996,Tacna
67996003,Huancavelica
96184407,Amazonas
65223669,Tacna
47045128,Ancash
86107303,Puno
97134368,Ayacucho
89071068,Piura
25506525,Tumbes
86550312,Pasco
95636714,La Libertad
80252536,Ica
20070716,Amazonas
50738063,Ancash
38381933,Callao
99337353,San Martín
51611613,San Martín
42073874,Puno
70300862,Amazonas
83165626,Lambayeque
30463381,Moquegua
31352346,Junin
88756297,Amazonas
42019835,Piura
66534867,Tumbes
30063754,Callao
99580378,Cusco
94520016,Ucayali
39948548,Moquegua
91619613,Ancash
66542159,Puno
41822187,La Libertad
29048307,Callao
19135691,Apurimac
61709478,Pasco
49783022,Junin
34439469,Callao
87638456,Callao
69282290,Lima
51511658,Loreto
58928646,Loreto
14902700,Tumbes
52896575,Moquegua
45875923,Cajamarca
46149777,Cusco
58852295,Loreto
35879362,Lima
24058701,Ayacucho
54659119,Cajamarca
40528324,Puno
36534802,Lambayeque
15809689,Huanuco
16152394,Ucayali
28288487,Junin
32865087,La Libertad
47825802,Loreto
23434485,Huanuco
99278493,Lambayeque
77761562,Lambayeque
36835753,Lima
80152355,Huancavelica
75377234,Tacna
10938114,Pasco
15809343,Tumbes
18237148,Apurimac
58561340,Cajamarca
21774006,Ucayali
52366917,Arequipa
61573662,Piura
28704661,Amazonas
26258449,Cajamarca
33956342,Lima
83043885,Tacna
34811306,Ayacucho
47728656,Ica
28689849,Ucayali
10511826,Amazonas
59413095,Moquegua
39540494,Tacna
68085182,Huanuco
62820570,Cajamarca
79123426,Tumbes
38753498,Piura
16358775,Lima
54325704,Piura
94719886,Pasco
26814127,Lima
62140201,Huanuco
30631083,Ayacucho
64864830,Piura
52650942,Loreto
45284209,Apurimac
44809180,Madre de Dios
43358780,Ica
16776524,Amazonas
21127743,Lima
53631859,Callao
17924065,Arequipa
35755586,San Martín
76788800,Moquegua
88001555,La Libertad
74467750,Apurimac
59066551,Madre de Dios
18775178,Cusco
45756519,Callao
70607044,Ucayali
75279281,Ayacucho
58387574,Huancavelica
85225381,Pasco
65386732,Ancash
48029789,Pasco
25487907,Tacna
46791071,Arequipa
69506361,Loreto
43179017,Madre de Dios
89726963,Callao
46383943,Apurimac
45519381,Apurimac
50218276,Callao
54068469,Ancash
51695656,Moquegua
21741568,Ucayali
51271943,Huancavelica
74721754,Ica
12029639,Tacna
73001095,Madre de Dios
21280412,Amazonas
46873655,Lima
10358807,Moquegua
18388018,Arequipa
69328806,Lambayeque
54741091,Tacna
40790227,La Libertad
43215006,Lambayeque
46648331,Pasco
43188073,Tacna
74372416,Madre de Dios
47189712,Apurimac
79171428,San Martín
70422878,Apurimac
13070213,Junin
66961914,Ayacucho
94904231,Puno
26661641,Piura
21800383,Huancavelica
80852562,Ayacucho
25633729,Huanuco
71422590,Apurimac
83189839,Loreto
63381174,Puno
72042977,Loreto
85607696,Madre de Dios
15184197,La Libertad
29915999,Arequipa
89059715,Huanuco
37814513,Madre de Dios
25057793,Cusco
58591090,Lambayeque
69495552,Tacna
22826882,Loreto
76691104,Arequipa
85113702,Ucayali
68693337,Arequipa
67119938,Cusco
18365596,Loreto
40296636,Pasco
85974716,Pasco
37092102,Ucayali
74123392,Arequipa
55016203,Lima
20506258,Amazonas
12449036,Lambayeque
89950386,Ica
50862089,Moquegua
93734263,Ancash
50184200,San Martín
27090549,Ica
50562496,Piura
48373694,Ayacucho
30768827,Ancash
85953310,San Martín
46343961,Lambayeque
75844720,Apurimac
52080025,Ayacucho
52416192,Madre de Dios
70170655,Cusco
45805966,Ayacucho
24989609,Pasco
59195540,Ucayali
18354576,Tacna
82701867,Loreto
13938340,Madre de Dios
52534855,Cusco
15301628,Huancavelica
12967716,Tacna
88120867,Arequipa
80425909,Cajamarca
79303581,Pasco
82574329,Apurimac
72512081,Ancash
18964365,Callao
76360491,Lima
96437719,Junin
45960316,Ancash
76553533,Apurimac
84839658,Huancavelica
11669763,Apurimac
49045519,Lambayeque
54497568,Tacna
35815676,Loreto
54242012,Pasco
78408299,Pasco
84468243,Callao
45347614,Loreto
35181001,Junin
87558799,Cusco
52406082,Amazonas
41816012,Huanuco
83106019,Huancavelica
59003693,Huanuco
84486795,Ica
79806963,Loreto
46592977,Tumbes
61718082,Tacna
55481769,Piura
16605066,Amazonas
91420662,Moquegua
71602453,Ica
69937305,Huancavelica
36212221,Cusco
82704656,Huanuco
74233704,Arequipa
27711117,La Libertad
68172914,Tumbes
41879756,Cajamarca
82880956,Puno
69019046,Cajamarca
66164041,Huanuco
78596316,Ancash
41518097,Ucayali
23753615,Ancash
70714429,Ica
98088322,Ica
64157007,Ancash
55634043,Tacna
96814503,Puno
63461502,La Libertad
28254020,Ica
22061628,Callao
95711323,Huanuco
66973738,Tacna
59333389,Ayacucho
35312774,Callao
69601011,Huancavelica
92409342,Amazonas
48192042,Apurimac
75319340,Apurimac
81494537,La Libertad
26608641,Huanuco
23909118,Ancash
70985109,Arequipa
60948414,Tacna
77295021,Apurimac
91953217,Amazonas
57252037,Pasco
64256032,Lima
94509496,La Libertad
42340108,Pasco
26899625,San Martín
97996537,Ayacucho
98931012,Ica
73885121,San Martín
94214513,Huanuco
35270732,Pasco
15610017,Apurimac
30169909,Loreto
15182527,Amazonas
28268626,Junin
90456444,Ica
90524548,Tacna
81593044,Apurimac
11207310,Ayacucho
33081238,Huanuco
86256116,Arequipa
57481176,Tumbes
20216332,Tumbes
48384566,Arequipa
45549471,San Martín
17250383,Tacna
12684812,Ucayali
24321712,Huanuco
63648321,Puno
66872876,Amazonas
24475758,Amazonas
17430942,Tacna
69553741,San Martín
48792037,Huanuco
44001527,San Martín
98509481,Cajamarca
40507537,Ucayali
49436685,Moquegua
89332742,Lima
47709509,Callao
18224882,Ica
50807541,Callao
85713000,Apurimac
92069661,Ucayali
72532544,Apurimac
79205547,Madre de Dios
54429159,La Libertad
17169287,La Libertad
76155470,Ica
52308536,Ayacucho
91213053,Junin
60285412,Ica
10946154,San Martín
30155307,Lima
30238039,Madre de Dios
82522665,Arequipa
99632253,Lima
33188898,Huanuco
32620008,Puno
68693421,Arequipa
63694130,Pasco
20698064,San Martín
83712751,Cajamarca
87932274,Loreto
47195483,Junin
18691753,Huanuco
75736037,Tumbes
36555222,Amazonas
84452378,La Libertad
22336568,Apurimac
19770857,Pasco
72412588,Huanuco
76896042,Arequipa
35051660,Ica
97151178,Lambayeque
57208641,Piura
81420414,Lima
70055918,Lima
18030713,Cajamarca
54255565,Ayacucho
14546116,Piura
23309274,Amazonas
43458025,Apurimac
49783419,Cusco
12369553,Callao
19100354,Callao
42746165,Tumbes
34978315,Pasco
80019507,Lima
93220446,Arequipa
87488956,Tumbes
19246181,Ucayali
79723574,Piura
76087376,Loreto
96653516,Puno
48760659,Lambayeque
14277545,Pasco
30593586,Puno
80894728,Tumbes
35838343,Piura
70534671,Ayacucho
71695443,Loreto
34219348,Cajamarca
37036668,Huanuco
44124689,Arequipa
57478303,Arequipa
14683347,Tacna
54071009,Lima
96451786,Tumbes
49326604,Amazonas
49197700,Huancavelica
20093821,Ucayali
97449689,Tumbes
49073592,Tacna
86616017,Tacna
56056960,Cajamarca
14731536,Lima
56141971,Madre de Dios
38083894,Tumbes
63636466,Madre de Dios
41754632,La Libertad
74898600,Ancash
25882828,Moquegua
44606136,Junin
38511277,Amazonas
46095316,Ucayali
90087880,San Martín
79572843,Tacna
84437750,Ancash
90370900,Madre de Dios
75342280,Madre de Dios
50170925,Lambayeque
21895131,Piura
37879524,Junin
41421547,La Libertad
98373269,Pasco
28020259,Cajamarca
30149405,Cajamarca
21894295,Apurimac
16506365,Lima
25902630,Apurimac
47699414,San Martín
16290119,Ancash
18138867,Loreto
35348286,Loreto
18534299,Cusco
79159408,Tumbes
31935434,Tacna
95112942,San Martín
95789388,Loreto
33389454,Loreto
72475366,Madre de Dios
43904102,Ica
94514246,Ica
49577301,Cajamarca
44839048,La Libertad
33286157,Apurimac
24911160,Ucayali
93134234,Tumbes
93186302,Pasco
71053595,Lambayeque
39946885,Loreto
79706547,Lima
64684435,Ica
77702864,La Libertad
77972873,Tacna
10680304,Arequipa
77601344,Ucayali
72262337,Madre de Dios
97062119,Ancash
28737804,Junin
77093935,Puno
17186107,Tacna
68177662,Amazonas
86758753,Cusco
27623424,Moquegua
97335828,Ayacucho
85532999,Arequipa
36236388,La Libertad
47341941,Ayacucho
15330657,Loreto
66439666,Piura
87599239,Lambayeque
57460492,Ayacucho
99834192,La Libertad
73101365,Ucayali
37073930,Moquegua
81457485,Callao
79064261,Cusco
67570940,Puno
60251009,Madre de Dios
40573236,Tumbes
86569529,Apurimac
26414491,Callao
26215660,Ancash
17830932,Ica
85329951,San Martín
75555324,Madre de Dios
52181222,Cajamarca
30302045,Tacna
27358184,San Martín
76795074,Ayacucho
16840737,Madre de Dios
22297801,Cajamarca
51577051,Huanuco
23763634,Ucayali
84811562,Lambayeque
18941074,Pasco
87000487,Callao
83798322,Apurimac
12345042,Piura
53850951,Amazonas
42146558,Cajamarca
77834746,Tacna
67415862,Puno
76224729,Apurimac
93658582,Junin
88440782,La Libertad
73452485,Piura
88679089,Lima
50703294,Arequipa
74188935,San Martín
41489903,Loreto
77111994,Junin
11069645,Ancash
20176579,Puno
16394577,Amazonas
70732792,Amazonas
36510571,Lima
67063019,Huancavelica
91761548,Ancash
84144747,Pasco
33631654,Moquegua
65245739,Callao
19127318,Huancavelica
42124485,Amazonas
76187182,Pasco
60317775,Arequipa
73608978,Lima
77019081,Pasco
27983909,Cusco
86756064,Ucayali
44367219,Puno
92705723,La Libertad
84107969,San Martín
70562497,Ica
22465411,Madre de Dios
92097804,Lambayeque
16920870,Ancash
72885162,Ica
64530005,Huanuco
35845119,Huancavelica
23546835,Loreto
91680099,San Martín
44887614,Huanuco
89828176,Huancavelica
94631145,Tacna
12885805,Puno
28824639,Apurimac
59441599,Ayacucho
73706301,Huancavelica
87980373,Pasco
17151161,Puno
88001589,Huanuco
15622266,Junin
12005096,Ica
42026423,Amazonas
79251003,Ucayali
68944221,Amazonas
78096365,Ica
91496095,Tacna
86834669,Apurimac
32502678,Cusco
88626325,San Martín
50619774,Cajamarca
82217304,Junin
22652914,Ayacucho
70446254,Lambayeque
81192331,Ayacucho
98189481,Amazonas
44258033,Huancavelica
54299874,Arequipa
59357947,Ayacucho
96914587,Cusco
63065222,Huancavelica
70258156,Huanuco
19165372,Amazonas
56603420,Ica
80775724,Lima
42719130,Huanuco
40507941,Junin
67856265,Moquegua
54678493,San Martín
65261849,Lambayeque
80558491,Callao
25196981,Ucayali
57198941,Puno
74261649,Ucayali
24926064,Lima
19693202,Cajamarca
59682567,Tumbes
89293511,San Martín
49043955,Tumbes
26840737,Lambayeque
49336322,Tacna
27848758,Ancash
47303828,Huanuco
61913295,Lambayeque
25698602,Amazonas
46750337,Puno
10632800,Lima
51437093,Pasco
72423306,La Libertad
42948797,Arequipa
50307318,Cajamarca
12210970,Puno
85070364,Apurimac
47703180,Huanuco
54439669,Piura
19255546,Lambayeque
39478762,Apurimac
37608645,Apurimac
82930139,Cajamarca
70305634,Lambayeque
34824075,Huanuco
85713115,Loreto
62374730,Arequipa
31829529,Huancavelica
38218626,Arequipa
58820892,Cajamarca
40068906,Moquegua
82215294,Arequipa
51639262,Arequipa
73126430,Huanuco
17997110,Loreto
50471404,Lambayeque
10683242,Arequipa
98357161,Moquegua
84793574,Lima
66600140,Amazonas
91946744,Ucayali
95076634,Arequipa
49192469,Tacna
60518217,Lambayeque
31780564,Arequipa
57153923,Tumbes
15619126,Moquegua
63150087,Piura
55462819,Cajamarca
10299264,Junin
38846719,Ayacucho
72906022,San Martín
58775737,Cajamarca
52603782,Ancash
25078581,Ucayali
47313064,Arequipa
18105276,Amazonas
20186090,Tumbes
83450670,Ucayali
87476039,Amazonas
72722331,Ayacucho
96832752,Cajamarca
88790834,Piura
69218217,Ayacucho
58861273,Moquegua
80709444,Tacna
56388180,La Libertad
91806767,Lima
78330259,Amazonas
60818489,Arequipa
78354169,Pasco
62591052,Huanuco
62137081,San Martín
23235438,Tacna
89913693,La Libertad
19044530,Ica
96803249,Huanuco
50304229,San Martín
86634036,Ayacucho
71053684,Tumbes
89846672,Amazonas
21175171,Callao
19271106,Cusco
44113596,Puno
54962558,Lambayeque
91907972,Arequipa
42405477,Tacna
70294781,Amazonas
35080271,Lambayeque
32492855,Puno
23245566,Tumbes
